Prompt,Ground-truth,PolyNC_prediction
Predict the bandgap crystal of the following SMILES: C(C(C(C(C#N)(C(C(C#N)(C(C#N)C(C#N)(*)C#N)C#N)C#N)C#N)C#N)(C*)C#N)#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C(C#N)C(C#N)(*)C#N)(C(C(C#N)(C#N)C(C#N)C(C*)(C#N)C#N)C#N)(C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: *CC(C#N)(C(C(C(C(C#N)(C(C(C#N)(*)C#N)C#N)C#N)C#N)(C#N)C#N)C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C(C(C#N)(C#N)C(C#N)C(C#N)(C(C#N)C(C*)(C#N)C#N)C#N)C(C#N)(C#N)*)#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C(C#N)C(C#N)(C#N)C(C(*)(C#N)C#N)C#N)(C#N)(C#N)C(C(C*)(C#N)C#N)C#N,5.9056,6.4504
Predict the bandgap crystal of the following SMILES: N#CC(C(C#N)C(C#N)(*)C#N)(C(C#N)C(C#N)(C#N)C(C(C*)(C#N)C#N)C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(#N)C(C(C(C(C(C*)(C#N)C#N)C#N)(C#N)C#N)C#N)(C(C(*)(C#N)C#N)C#N)C#N,5.9056,6.4504
Predict the bandgap crystal of the following SMILES: N#CC(C#N)(C*)C(C(C#N)(C(C(C#N)(C#N)C(C#N)C(C#N)(*)C#N)C#N)C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C(C#N)C(C#N)(*)C#N)(C#N)C(C#N)C(C(C(C#N)(C#N)C*)C#N)(C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C(C#N)(C#N)*)(C(C#N)(C#N)C(C(C#N)(C(C(C#N)(C*)C#N)C#N)C#N)C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C(*)(C#N)C#N)(C#N)C(C#N)(C(C(C#N)(C#N)C(C(C*)(C#N)C#N)C#N)C#N)C#N,5.9056,6.4504
Predict the bandgap crystal of the following SMILES: C(C*)(C#N)(C#N)C(C#N)C(C#N)(C(C#N)C(C(C(C#N)(C#N)*)C#N)(C#N)C#N)C#N,5.9056,6.4504
Predict the bandgap crystal of the following SMILES: C(C(C(C(C(C*)(C#N)C#N)C#N)(C#N)C#N)C(C#N)(C#N)C(C(C#N)(C#N)*)C#N)#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: C(C*)(C(C#N)C(C#N)(C(C(C(C(C#N)(*)C#N)C#N)(C#N)C#N)C#N)C#N)(C#N)C#N,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: N#CC(C(C(C(C(C(C#N)(C*)C#N)C#N)(C#N)C#N)C#N)(C#N)C#N)C(C#N)(C#N)*,5.9056,6.5308
Predict the bandgap crystal of the following SMILES: c1c(*)c2cccccc-2c1-c1c(C)cc(-c2sc(*)c(C)c2)s1,1.3327,2.1951
Predict the bandgap crystal of the following SMILES: s1c(*)c(C)cc1-c1sc(-c2cc(*)c3cccccc2-3)c(C)c1,1.3327,2.3434
Predict the bandgap crystal of the following SMILES: s1c(-c2sc(-c3cc(*)c4cccccc3-4)c(C)c2)cc(C)c1*,1.3327,2.3434
Predict the bandgap crystal of the following SMILES: c1c2c(-c3c(C)cc(-c4sc(*)c(C)c4)s3)cc(*)c-2cccc1,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: c12c(*)cc(-c3c(C)cc(-c4sc(*)c(C)c4)s3)c-1ccccc2,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: c1(C)cc(-c2cc(C)c(*)s2)sc1-c1c2cccccc-2c(*)c1,1.3327,1.9696
Predict the bandgap crystal of the following SMILES: c1(-c2sc(-c3cc(C)c(*)s3)cc2C)cc(*)c2cccccc1-2,1.3327,2.1951
Predict the bandgap crystal of the following SMILES: c1(-c2c(C)cc(-c3cc(C)c(*)s3)s2)cc(*)c2cccccc1-2,1.3327,2.1951
Predict the bandgap crystal of the following SMILES: c1ccc2c(-c3sc(-c4sc(*)c(C)c4)cc3C)cc(*)c-2cc1,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: s1c(-c2sc(*)c(C)c2)cc(C)c1-c1c2cccccc-2c(*)c1,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: c1(-c2cc(C)c(*)s2)sc(-c2c3cccccc-3c(*)c2)c(C)c1,1.3327,2.3434
Predict the bandgap crystal of the following SMILES: Cc1cc(-c2cc(C)c(*)s2)sc1-c1cc(*)c2cccccc1-2,1.3327,2.1951
Predict the bandgap crystal of the following SMILES: c1ccc2c(*)cc(-c3sc(-c4sc(*)c(C)c4)cc3C)c-2cc1,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: Cc1c(*)sc(-c2cc(C)c(-c3c4cccccc-4c(*)c3)s2)c1,1.3327,2.2793
Predict the bandgap crystal of the following SMILES: c1cc2c(-c3sc(-c4sc(*)c(C)c4)cc3C)cc(*)c-2ccc1,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: c1(C)c(-c2c3cccccc-3c(*)c2)sc(-c2cc(C)c(*)s2)c1,1.3327,2.3434
Predict the bandgap crystal of the following SMILES: Cc1c(*)sc(-c2sc(-c3c4cccccc-4c(*)c3)c(C)c2)c1,1.3327,2.2793
Predict the bandgap crystal of the following SMILES: *c1c(C)cc(-c2sc(-c3c4cccccc-4c(*)c3)c(C)c2)s1,1.3327,2.2793
Predict the bandgap crystal of the following SMILES: Cc1cc(-c2sc(*)c(C)c2)sc1-c1cc(*)c2cccccc1-2,1.3327,2.3234
Predict the bandgap crystal of the following SMILES: c1(-c2cc(C)c(-c3cc(*)c4cccccc3-4)s2)sc(*)c(C)c1,1.3327,2.1981
Predict the bandgap crystal of the following SMILES: *C(C#N)(C*)C(=O)OCC,6.1989,5.4071
Predict the bandgap crystal of the following SMILES: C(*)C(C#N)(*)C(=O)OCC,6.1989,5.8301
Predict the bandgap crystal of the following SMILES: C(C(C*)(*)C#N)(=O)OCC,6.1989,5.9674
Predict the bandgap crystal of the following SMILES: *C(C*)(C#N)C(OCC)=O,6.1989,5.4071
Predict the bandgap crystal of the following SMILES: O(CC)C(=O)C(*)(C*)C#N,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: CCOC(=O)C(C#N)(*)C*,6.1989,5.8301
Predict the bandgap crystal of the following SMILES: N#CC(*)(C(=O)OCC)C*,6.1989,5.3385
Predict the bandgap crystal of the following SMILES: *CC(C(OCC)=O)(C#N)*,6.1989,5.8071
Predict the bandgap crystal of the following SMILES: C(C(*)(C*)C(=O)OCC)#N,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: O(CC)C(C(C#N)(C*)*)=O,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: O(C(=O)C(C#N)(*)C*)CC,6.1989,6.4808
Predict the bandgap crystal of the following SMILES: N#CC(C*)(*)C(OCC)=O,6.1989,5.4847
Predict the bandgap crystal of the following SMILES: C(C(C*)(C(=O)OCC)*)#N,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: *CC(*)(C(OCC)=O)C#N,6.1989,5.8071
Predict the bandgap crystal of the following SMILES: *CC(*)(C#N)C(=O)OCC,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: C(C)OC(C(C#N)(C*)*)=O,6.1989,5.8301
Predict the bandgap crystal of the following SMILES: C(#N)C(C*)(*)C(=O)OCC,6.1989,5.8901
Predict the bandgap crystal of the following SMILES: O(CC)C(C(C*)(C#N)*)=O,6.1989,6.2424
Predict the bandgap crystal of the following SMILES: CCOC(C(C#N)(*)C*)=O,6.1989,5.8301
Predict the bandgap crystal of the following SMILES: C(*)C(C#N)(C(OCC)=O)*,6.1989,5.8071
Predict the bandgap crystal of the following SMILES: C(CC*)CCCOC(NCCSCCCCCSCCNC(=O)O*)=O,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(CCCC*)COC(=O)NCCSCCCCCSCCNC(O*)=O,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: N(C(O*)=O)CCSCCCCCSCCNC(=O)OCCCCCC*,5.1327,5.1612
Predict the bandgap crystal of the following SMILES: C(CCCCOC(NCCSCCCCCSCCNC(O*)=O)=O)C*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: N(C(=O)OCCCCCC*)CCSCCCCCSCCNC(=O)O*,5.1327,5.1612
Predict the bandgap crystal of the following SMILES: C(CCCCCOC(NCCSCCCCCSCCNC(=O)O*)=O)*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(CCCSCCNC(O*)=O)CSCCNC(OCCCCCC*)=O,5.1327,4.0707
Predict the bandgap crystal of the following SMILES: S(CCCCCSCCNC(=O)OCCCCCC*)CCNC(=O)O*,5.1327,5.1609
Predict the bandgap crystal of the following SMILES: *OC(NCCSCCCCCSCCNC(OCCCCCC*)=O)=O,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(SCCCCCSCCNC(=O)OCCCCCC*)CNC(=O)O*,5.1327,4.7777
Predict the bandgap crystal of the following SMILES: C(SCCNC(=O)O*)CCCCSCCNC(OCCCCCC*)=O,5.1327,5.6706
Predict the bandgap crystal of the following SMILES: C(SCCNC(=O)OCCCCCC*)CCCCSCCNC(=O)O*,5.1327,5.1612
Predict the bandgap crystal of the following SMILES: C(=O)(NCCSCCCCCSCCNC(O*)=O)OCCCCCC*,5.1327,5.0812
Predict the bandgap crystal of the following SMILES: O(CCCCCC*)C(NCCSCCCCCSCCNC(=O)O*)=O,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(CC*)CCCOC(=O)NCCSCCCCCSCCNC(=O)O*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(CC*)CCCOC(=O)NCCSCCCCCSCCNC(=O)O*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: O=C(O*)NCCSCCCCCSCCNC(=O)OCCCCCC*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(COC(NCCSCCCCCSCCNC(=O)O*)=O)CCCC*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(NC(OCCCCCC*)=O)CSCCCCCSCCNC(=O)O*,5.1327,5.0712
Predict the bandgap crystal of the following SMILES: C(SCCNC(=O)OCCCCCC*)CCCCSCCNC(O*)=O,5.1327,5.1612
Predict the bandgap crystal of the following SMILES: *CCC1C2C3CC(C2C(*)C1)CC3CC,7.528,5.7905
Predict the bandgap crystal of the following SMILES: *CCC1CC(*)C2C1C1CC2CC1CC,7.528,5.9546
Predict the bandgap crystal of the following SMILES: C1C(CC)C2C3C(C(*)CC3CC*)C1C2,7.528,5.7905
Predict the bandgap crystal of the following SMILES: C1(CC*)C2C(C(*)C1)C1CC2C(CC)C1,7.528,7.4705
Predict the bandgap crystal of the following SMILES: *C1C2C3CC(C(CC)C3)C2C(CC*)C1,7.528,5.7965
Predict the bandgap crystal of the following SMILES: *CCC1CC(*)C2C1C1CC2CC1CC,7.528,5.9546
Predict the bandgap crystal of the following SMILES: C(C1CC2C3C(C(CC*)CC3*)C1C2)C,7.528,5.7965
Predict the bandgap crystal of the following SMILES: C(*)CC1CC(*)C2C3CC(C(CC)C3)C12,7.528,5.7415
Predict the bandgap crystal of the following SMILES: *C1CC(CC*)C2C3CC(CC3CC)C21,7.528,5.7905
Predict the bandgap crystal of the following SMILES: C1(CC)CC2C3C(*)CC(CC*)C3C1C2,7.528,5.7615
Predict the bandgap crystal of the following SMILES: CCC1CC2CC1C1C(CC*)CC(*)C21,7.528,5.7965
Predict the bandgap crystal of the following SMILES: C12C(C3CC(CC)C1C3)C(*)CC2CC*,7.528,7.4705
Predict the bandgap crystal of the following SMILES: C1(*)CC(CC*)C2C1C1CC2C(CC)C1,7.528,5.7905
Predict the bandgap crystal of the following SMILES: C(C)C1CC2C3C(C(CC*)CC3*)C1C2,7.528,5.7965
Predict the bandgap crystal of the following SMILES: C1(CC*)CC(*)C2C3CC(CC)C(C12)C3,7.528,5.7615
Predict the bandgap crystal of the following SMILES: C(C1C2C3CC(CC3CC)C2C(*)C1)C*,7.528,5.7615
Predict the bandgap crystal of the following SMILES: C1C(CC*)C2C3CC(CC3CC)C2C1*,7.528,5.7965
Predict the bandgap crystal of the following SMILES: C12C(C(CC*)CC1*)C1C(CC)CC2C1,7.528,5.7905
Predict the bandgap crystal of the following SMILES: C(C)C1CC2C3C(*)CC(CC*)C3C1C2,7.528,5.7965
Predict the bandgap crystal of the following SMILES: C1(CC)CC2CC1C1C(CC*)CC(*)C21,7.528,5.7905
Predict the bandgap crystal of the following SMILES: *C(S*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: *C(=S)S*,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: *C(S*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: *C(S*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: S(C(=S)*)*,1.7109,3.0652
Predict the bandgap crystal of the following SMILES: S=C(S*)*,1.7109,1.8122
Predict the bandgap crystal of the following SMILES: C(*)(=S)S*,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: *C(=S)S*,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: S(*)C(*)=S,1.7109,3.0346
Predict the bandgap crystal of the following SMILES: S=C(S*)*,1.7109,1.8122
Predict the bandgap crystal of the following SMILES: C(=S)(*)S*,1.7109,2.3637
Predict the bandgap crystal of the following SMILES: C(S*)(*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: *C(S*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: C(=S)(*)S*,1.7109,2.3637
Predict the bandgap crystal of the following SMILES: *SC(=S)*,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: S(*)C(*)=S,1.7109,3.0346
Predict the bandgap crystal of the following SMILES: S=C(*)S*,1.7109,3.9365
Predict the bandgap crystal of the following SMILES: S=C(S*)*,1.7109,1.8122
Predict the bandgap crystal of the following SMILES: S=C(*)S*,1.7109,3.9365
Predict the bandgap crystal of the following SMILES: *C(S*)=S,1.7109,2.3636
Predict the bandgap crystal of the following SMILES: C(COC(=O)CCCCC(=O)O*)(C)(C)C*,6.5878,6.4974
Predict the bandgap crystal of the following SMILES: C(CC(OCC(C)(C*)C)=O)CCC(O*)=O,6.5878,5.4908
Predict the bandgap crystal of the following SMILES: O=C(O*)CCCCC(OCC(C)(C)C*)=O,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: *CC(COC(CCCCC(O*)=O)=O)(C)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(C(C)(COC(=O)CCCCC(O*)=O)C)*,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(CCC(=O)O*)CC(=O)OCC(C)(C*)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(C(C)(C)C*)OC(CCCCC(O*)=O)=O,6.5878,5.7906
Predict the bandgap crystal of the following SMILES: C(CCC(=O)O*)CC(=O)OCC(C)(C)C*,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(*)C(C)(COC(CCCCC(O*)=O)=O)C,6.5878,6.4974
Predict the bandgap crystal of the following SMILES: C(CCCCC(O*)=O)(=O)OCC(C)(C)C*,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: O(C(CCCCC(=O)OCC(C*)(C)C)=O)*,6.5878,6.5974
Predict the bandgap crystal of the following SMILES: C(CCC(O*)=O)CC(=O)OCC(C)(C*)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: *CC(C)(COC(CCCCC(O*)=O)=O)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(C)(COC(CCCCC(=O)O*)=O)(C)C*,6.5878,6.4974
Predict the bandgap crystal of the following SMILES: O=C(CCCCC(=O)O*)OCC(C*)(C)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: C(C)(COC(=O)CCCCC(=O)O*)(C)C*,6.5878,6.4974
Predict the bandgap crystal of the following SMILES: CC(C*)(C)COC(=O)CCCCC(=O)O*,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: *OC(=O)CCCCC(OCC(C)(C*)C)=O,6.5878,6.7224
Predict the bandgap crystal of the following SMILES: C(CCC(O*)=O)CC(=O)OCC(C)(C*)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: *CC(C)(COC(=O)CCCCC(O*)=O)C,6.5878,6.4908
Predict the bandgap crystal of the following SMILES: CC(C(*)=O)S*,3.8079,4.2199
Predict the bandgap crystal of the following SMILES: S(C(C(*)=O)C)*,3.8079,6.2201
Predict the bandgap crystal of the following SMILES: S(C(C(=O)*)C)*,3.8079,6.7401
Predict the bandgap crystal of the following SMILES: *SC(C(*)=O)C,3.8079,1.8117
Predict the bandgap crystal of the following SMILES: S(*)C(C)C(*)=O,3.8079,5.8853
Predict the bandgap crystal of the following SMILES: CC(C(*)=O)S*,3.8079,4.2199
Predict the bandgap crystal of the following SMILES: C(C(S*)C)(=O)*,3.8079,1.8117
Predict the bandgap crystal of the following SMILES: C(C)(S*)C(*)=O,3.8079,6.4401
Predict the bandgap crystal of the following SMILES: C(=O)(*)C(S*)C,3.8079,3.05
Predict the bandgap crystal of the following SMILES: C(C)(C(*)=O)S*,3.8079,3.6501
Predict the bandgap crystal of the following SMILES: CC(C(=O)*)S*,3.8079,4.2199
Predict the bandgap crystal of the following SMILES: C(C(*)=O)(C)S*,3.8079,6.4401
Predict the bandgap crystal of the following SMILES: C(C(*)=O)(S*)C,3.8079,3.05
Predict the bandgap crystal of the following SMILES: *SC(C)C(*)=O,3.8079,1.8117
Predict the bandgap crystal of the following SMILES: *C(=O)C(S*)C,3.8079,3.05
Predict the bandgap crystal of the following SMILES: C(C(*)=O)(S*)C,3.8079,3.05
Predict the bandgap crystal of the following SMILES: S(C(C(*)=O)C)*,3.8079,6.2201
Predict the bandgap crystal of the following SMILES: C(S*)(C(=O)*)C,3.8079,3.9199
Predict the bandgap crystal of the following SMILES: *SC(C)C(=O)*,3.8079,1.8117
Predict the bandgap crystal of the following SMILES: *SC(C)C(=O)*,3.8079,1.8117
Predict the bandgap crystal of the following SMILES: C(C*)(O*)C,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: C(C*)(C)O*,6.9903,7.4592
Predict the bandgap crystal of the following SMILES: CC(O*)C*,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: O(C(C)C*)*,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: O(*)C(C)C*,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: C(C(O*)C)*,6.9903,6.1179
Predict the bandgap crystal of the following SMILES: CC(C*)O*,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: *CC(O*)C,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: *OC(C*)C,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: C(*)C(C)O*,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: C(C*)(O*)C,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: *OC(C)C*,6.9903,6.7224
Predict the bandgap crystal of the following SMILES: *CC(C)O*,6.9903,7.4592
Predict the bandgap crystal of the following SMILES: CC(O*)C*,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: *OC(C*)C,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: C(*)C(O*)C,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: *CC(C)O*,6.9903,7.4592
Predict the bandgap crystal of the following SMILES: *CC(C)O*,6.9903,7.4592
Predict the bandgap crystal of the following SMILES: O(C(C)C*)*,6.9903,6.7501
Predict the bandgap crystal of the following SMILES: O(C(C*)C)*,6.9903,6.5974
Predict the bandgap crystal of the following SMILES: c1cc(*)sc1-c1sc(-c2nc(*)ccc2)cc1,2.0464,2.3494
Predict the bandgap crystal of the following SMILES: n1c(*)cccc1-c1sc(-c2sc(*)cc2)cc1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: s1c(-c2sc(*)cc2)ccc1-c1nc(*)ccc1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1(*)cccc(-c2ccc(-c3sc(*)cc3)s2)n1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1c(-c2sc(-c3ccc(*)s3)cc2)nc(*)cc1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1ccc(-c2sc(-c3ccc(*)s3)cc2)nc1*,2.0464,2.1963
Predict the bandgap crystal of the following SMILES: c1(-c2sc(-c3cccc(*)n3)cc2)ccc(*)s1,2.0464,2.1898
Predict the bandgap crystal of the following SMILES: c1(*)ccc(-c2sc(-c3cccc(*)n3)cc2)s1,2.0464,2.3494
Predict the bandgap crystal of the following SMILES: s1c(-c2cccc(*)n2)ccc1-c1ccc(*)s1,2.0464,2.1912
Predict the bandgap crystal of the following SMILES: c1ccc(*)nc1-c1ccc(-c2ccc(*)s2)s1,2.0464,1.9494
Predict the bandgap crystal of the following SMILES: c1(*)sc(-c2ccc(-c3cccc(*)n3)s2)cc1,2.0464,2.3494
Predict the bandgap crystal of the following SMILES: c1c(-c2ccc(-c3cccc(*)n3)s2)sc(*)c1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1(-c2sc(*)cc2)sc(-c2nc(*)ccc2)cc1,2.0464,2.3494
Predict the bandgap crystal of the following SMILES: c1cc(-c2sc(-c3nc(*)ccc3)cc2)sc1*,2.0464,1.9494
Predict the bandgap crystal of the following SMILES: c1ccc(*)nc1-c1sc(-c2ccc(*)s2)cc1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1cc(*)nc(-c2sc(-c3sc(*)cc3)cc2)c1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1(*)cccc(-c2ccc(-c3sc(*)cc3)s2)n1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: c1(-c2ccc(-c3ccc(*)s3)s2)nc(*)ccc1,2.0464,2.3234
Predict the bandgap crystal of the following SMILES: *c1ccc(-c2sc(-c3nc(*)ccc3)cc2)s1,2.0464,2.3239
Predict the bandgap crystal of the following SMILES: n1c(*)cccc1-c1sc(-c2ccc(*)s2)cc1,2.0464,2.1963
Predict the bandgap crystal of the following SMILES: C1CC(*)CC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: *SC1CCCC(*)C1,5.2199,5.6753
Predict the bandgap crystal of the following SMILES: C1(S*)CC(*)CCC1,5.2199,4.9199
Predict the bandgap crystal of the following SMILES: C1(*)CCCC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: C1(*)CCCC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: C1(S*)CC(*)CCC1,5.2199,4.9199
Predict the bandgap crystal of the following SMILES: S(C1CC(*)CCC1)*,5.2199,5.9514
Predict the bandgap crystal of the following SMILES: *C1CCCC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: *SC1CC(*)CCC1,5.2199,5.6743
Predict the bandgap crystal of the following SMILES: *SC1CCCC(*)C1,5.2199,5.6753
Predict the bandgap crystal of the following SMILES: S(*)C1CC(*)CCC1,5.2199,5.9514
Predict the bandgap crystal of the following SMILES: C1CCC(S*)CC1*,5.2199,5.3365
Predict the bandgap crystal of the following SMILES: S(C1CC(*)CCC1)*,5.2199,5.9514
Predict the bandgap crystal of the following SMILES: C1CC(*)CC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: S(*)C1CCCC(*)C1,5.2199,5.9515
Predict the bandgap crystal of the following SMILES: C1CCC(*)CC1S*,5.2199,5.3365
Predict the bandgap crystal of the following SMILES: C1CC(*)CC(S*)C1,5.2199,4.8117
Predict the bandgap crystal of the following SMILES: *SC1CCCC(*)C1,5.2199,5.6753
Predict the bandgap crystal of the following SMILES: *C1CC(S*)CCC1,5.2199,5.3328
Predict the bandgap crystal of the following SMILES: C1(*)CC(S*)CCC1,5.2199,5.3328
Predict the bandgap crystal of the following SMILES: *CC(C#N)*,7.4435,7.1859
Predict the bandgap crystal of the following SMILES: C(#N)C(*)C*,7.4435,6.2447
Predict the bandgap crystal of the following SMILES: C(*)C(C#N)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(C(C#N)*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: *C(C#N)C*,7.4435,7.1859
Predict the bandgap crystal of the following SMILES: C(C(C#N)*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(*)(C*)C#N,7.4435,7.1863
Predict the bandgap crystal of the following SMILES: C(#N)C(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: *C(C*)C#N,7.4435,7.1859
Predict the bandgap crystal of the following SMILES: N#CC(*)C*,7.4435,5.8601
Predict the bandgap crystal of the following SMILES: C(C#N)(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: N#CC(*)C*,7.4435,5.8601
Predict the bandgap crystal of the following SMILES: C(C#N)(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(#N)C(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(C(C*)*)#N,7.4435,7.1859
Predict the bandgap crystal of the following SMILES: C(C#N)(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(C(C#N)*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C(#N)C(*)C*,7.4435,6.2447
Predict the bandgap crystal of the following SMILES: C(#N)C(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: N#CC(C*)*,7.4435,7.1853
Predict the bandgap crystal of the following SMILES: C1(C=C*)CC(CCC)(C#N)C(*)C1,5.8705,5.4843
Predict the bandgap crystal of the following SMILES: C(C1(CCC)CC(C=C*)CC1*)#N,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(C1(CCC)CC(C=C*)CC1*)#N,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(*)=CC1CC(CCC)(C#N)C(*)C1,5.8705,5.4853
Predict the bandgap crystal of the following SMILES: CCCC1(C#N)CC(C=C*)CC1*,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: *C1CC(C=C*)CC1(CCC)C#N,5.8705,5.4708
Predict the bandgap crystal of the following SMILES: C1(*)C(C#N)(CCC)CC(C=C*)C1,5.8705,5.4708
Predict the bandgap crystal of the following SMILES: C(C1(CCC)CC(C=C*)CC1*)#N,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(C1(C#N)CC(C=C*)CC1*)CC,5.8705,5.2723
Predict the bandgap crystal of the following SMILES: C(#N)C1(CCC)C(*)CC(C=C*)C1,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: CCCC1(C#N)CC(C=C*)CC1*,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C1C(C=C*)CC(*)C1(C#N)CCC,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(CC)C1(C#N)C(*)CC(C=C*)C1,5.8705,5.4843
Predict the bandgap crystal of the following SMILES: N#CC1(CCC)CC(C=C*)CC1*,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: *C=CC1CC(*)C(C#N)(CCC)C1,5.8705,5.4708
Predict the bandgap crystal of the following SMILES: N#CC1(CCC)C(*)CC(C=C*)C1,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(#N)C1(CCC)CC(C=C*)CC1*,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C(=CC1CC(*)C(CCC)(C#N)C1)*,5.8705,5.4843
Predict the bandgap crystal of the following SMILES: C1C(C=C*)CC(*)C1(CCC)C#N,5.8705,5.4753
Predict the bandgap crystal of the following SMILES: C1(C=C*)CC(CCC)(C#N)C(*)C1,5.8705,5.4843
